project_id,project_name,state_abbr,category_id,contractor_id,status,budget_million_usd,actual_cost_million_usd,cost_overrun_pct,planned_start_date,actual_start_date,planned_end_date,actual_end_date,federal_funding_pct,congressional_district,project_manager,created_at,last_updated
374,Denver Water Main Upgrade,MD,13,26,,1918.13,2413.01,25.8,15/05/2019,08-20-2024,2027/11/16,,48.4,4,Karen Brown,01/04/2021,2024/09/05
375,Salt Lake City Wastewater Treatment Plant,MN,12,29,planning,2471.15,3538.69,43.2,2021-07-23,03-25-2021,,,TBD,20,Karen Williams,2017-06-19,05-26-2024
376,Mississippi Electric Grid Hardening,MS,9,20,Completed,3010.44,3076.67,2.2,2020-06-28,09/29/2022,01/14/2027,07/29/2025,67.3,47,David Moore,,2022-01-14
377,New Orleans Wastewater Treatment Plant,MS,4,14,Active,2321.76,2607.34,12.3,2023/12/22,08/11/2019,2027/04/16,,44.2,46,Maria Taylor,29/12/2017,06/01/2023
378,US-949 Resurfacing Project,RI,4,7,Completed,2446.94,2552.16,4.3,04-30-2018,08/27/2021,2024/01/15,2022/12/20,29.3,37,Karen Davis,26/02/2021,23/04/2024
379,Portland Airport Terminal Expansion,MD,4,1,planning,3405.3,4552.89,33.7,04/23/2019,2020/01/10,2027/01/05,,56.2,38,Lisa Johnson,18/01/2018,2025-03-15
380,Route 272 Bridge Replacement,NM,4,6,Completed,2053.83,2782.94,35.5,,10/26/2023,2027-08-25,2024/11/02,71.8,29,Jennifer Davis,2020/11/20,2024-02-02
381,Nashville Flood Control Project,TX,13,5,Planning,1272.07,,,2023-05-12,,09/02/2025,,59.2,48,Thomas Davis,2017-04-27,07/02/2023
382,Denver Flood Control Project,OH,3,30,Completed,134.54,136.96,1.8,11-05-2021,2023-12-08,2026/11/28,2023/05/25,31.9,,Patricia Davis,03/17/2017,08-25-2023
383,Highway 991 Widening,LA,3,1,Active,1598.39,2149.83,34.5,2018-01-06,2020-05-29,05/19/2028,,55.8,9,Patricia Thomas,10/14/2019,02-04-2022
384,Route 737 Bridge Replacement,NY,3,20,Completed,359.03,417.55,16.3,02/04/2018,2022/08/16,23/07/2024,09-24-2022,27.6,19,Thomas Williams,12-03-2018,10/17/2023
385,Downtown Phoenix Transit Hub,TN,5,16,Completed,1939.6,1844.56,-4.9,,03-23-2024,09/01/2022,2022-08-31,67.8,33,Maria Johnson,,02/24/2022
386,Port of Charlotte Modernization,NY,8,23,,3414.68,3735.66,9.4,,2021-02-02,07/09/2027,,38.0,52,Michael Brown,22/08/2017,02/07/2023
387,Pittsburgh Water Main Upgrade,IL,6,19,Cancelled,2937.95,,,,2018/03/19,2022/05/12,,23.5,18,Michael Moore,2019-05-22,2022-07-25
388,Route 626 Bridge Replacement,CO,13,6,Completed,159.65,198.76,24.5,2023-07-29,2022/06/06,10/18/2028,12-19-2024,79.4,41,Sarah Williams,02-11-2018,2024-08-06
389,Hawaii Interstate 729 Reconstruction,HI,8,26,Completed,1109.65,1544.63,39.2,2019-07-26,2018/04/18,2024/05/27,2024/08/14,23.1,30,Thomas Brown,2017/08/05,2022/07/02
390,Bridge 835 Structural Repairs,MD,15,22,Completed,297.02,363.26,,,01/12/2020,30/05/2025,12/31/2024,28.3,,Maria Taylor,2021-12-08,2023-12-31
391,Portland Stormwater System,NJ,9,29,Active,2815.9,3463.56,23.0,08/30/2023,09-09-2019,2027/03/13,,63.6,26,Karen Taylor,23/09/2020,2022-04-13
392,Regional Rail Corridor 393,WV,15,14,on hold,3025.63,4290.34,?,10/25/2022,15/04/2018,2024/12/24,2024-07-16,50.7,10,Maria Taylor,2017/01/24,2022/11/10
393,Atlanta Water Main Upgrade,PA,7,1,Planning,4194.59,,,04/08/2019,,2028/07/30,,73.8,47,Sarah Wilson,09-16-2020,13/05/2025
394,Downtown Sacramento Transit Hub,MI,5,4,Completed,3666.84,4763.23,29.9,2021/01/25,04-26-2018,,2024/05/02,44.1,5,Lisa Taylor,11/03/2021,05-14-2022
395,Detroit Emergency Communications,KS,7,20,Delayed,1662.78,2093.44,25.9,12/09/2022,30/06/2021,2027-09-07,,42.9,20,Patricia Williams,2018/11/02,2023/11/28
396,Detroit Airport Terminal Expansion,KY,4,14,Delayed,2720.17,2720.17,0.0,2020/11/30,04/09/2021,2026-03-06,,56.0,25,Lisa Johnson,04-11-2017,20/02/2022
397,Minnesota Interstate 802 Reconstruction,MN,9,29,Delayed,3225.74,,43.2,02/27/2020,2023-09-06,28/10/2028,,21.7,9,Sarah Wilson,13/06/2018,08/04/2024
398,Regional Rail Corridor 138,DE,11,16,Completed,?,,14.5,01/03/2019,11/20/2018,2023-12-26,2023/07/30,62.5,7,Maria Wilson,10-11-2021,27/10/2024
399,Atlanta School District Renovation,IN,14,6,Completed,3862.03,3773.2,-2.3,12/06/2023,10-26-2020,07-26-2024,,40.5,28,Jennifer Thomas,02-03-2021,03/01/2024
400,Highway 958 Widening,PA,2,5,Completed,1879.56,2509.21,33.5,2023-07-06,2018-12-14,2027-01-21,16/06/2024,74.1,26,Sarah Davis,22/09/2020,08/25/2023
401,Bridge 274 Structural Repairs,CO,12,18,Completed,964.02,1324.56,37.4,2021-06-05,02/18/2018,05-27-2022,04/12/2025,67.3,48,Maria Anderson,,03-22-2024
402,Downtown Phoenix Transit Hub,TN,11,20,On Hold,2110.07,2703.0,28.1,01-17-2024,2022-05-01,2028/12/23,,54.1,28,Karen Anderson,2019/11/20,2022/11/14
403,Port of Detroit Modernization,CT,3,17,Completed,634.41,,0.6,2024-03-01,,04/05/2022,13/03/2024,75.2,11,Karen Davis,2017/12/20,24/11/2024
404,South Dakota Interstate 86 Reconstruction,SD,7,4,Completed,795.68,908.67,14.2,01-16-2019,2021-03-28,,2023-04-27,73.9,n/a,Jennifer Davis,2020/08/06,2022-06-24
405,Route 444 Bridge Replacement,MN,1,29,Delayed,-,3259.65,16.1,2019/01/12,2018/10/30,02-23-2022,,74.3,26,Jennifer Miller,2021/11/12,2022/06/27
406,Hawaii Electric Grid Hardening,HI,7,6,Planning,983.52,,,11/11/2022,,04/04/2028,,53.3,41,Karen Williams,2019/08/26,12/19/2024
407,Salt Lake City Water Main Upgrade,LA,1,10,Planning,3963.18,,,2024/05/30,,2026/02/18,,76.1,5,Lisa Wilson,2018/11/19,11/11/2024
408,Nashville Wastewater Treatment Plant,NY,13,23,Delayed,442.44,N/A,,04-17-2021,2022-03-08,06/15/2027,,70.0,3,Jennifer Moore,2021/05/16,11-01-2024
409,Pittsburgh Stormwater System,CA,1,3,,3430.77,3571.43,4.1,,28/01/2023,2024-09-11,,25.4,27,Maria Moore,,04/02/2024
410,New York Broadband Expansion Phase 45,NY,14,19,Planning,298.16,,,10/29/2022,,08/28/2028,,38.8,1,James Taylor,2018/06/10,2022/06/27
411,Regional Rail Corridor 85,MI,8,7,Cancelled,3236.27,4326.89,33.7,26/05/2018,22/11/2020,2025/09/23,,22.7,23,Thomas Thomas,04-06-2019,2023/03/31
412,Regional Rail Corridor 326,AR,4,18,Completed,1607.33,2316.16,44.1,,,07-19-2023,11/01/2025,22.8,,James Taylor,2021-07-30,2024-06-28
413,Bridge 98 Structural Repairs,IL,2,15,Completed,2884.2,2944.77,2.1,2021/04/23,2022-12-29,,2022-04-21,61.2,12,Robert Johnson,04-12-2019,2024/01/30
414,Denver Airport Terminal Expansion,IN,8,21,Active,4014.64,4801.51,19.6,2022-12-20,2020/02/23,06-13-2023,,47.8,36,James Wilson,12-21-2020,
415,Downtown Detroit Transit Hub,KS,5,21,Active,2584.76,,,2024/02/13,,18/11/2025,,,16,Jennifer Thomas,11-29-2018,10/28/2022
416,Highway 315 Widening,SD,15,7,Completed,4045.38,4599.6,13.7,07/10/2020,03/26/2018,2022/01/12,03/15/2024,49.4,25,Robert Wilson,,2022/01/17
417,Denver School District Renovation,FL,11,29,Active,2676.45,3827.32,43.0,2024/03/26,2022/08/23,2027/09/22,,35.2,1,Robert Williams,2017-07-01,02/26/2024
418,Austin Flood Control Project,OR,11,26,delayed,TBD,2166.18,12.7,02/04/2020,,2024/11/13,2024/08/04,79.0,,Patricia Thomas,2017-09-16,2022-01-03
419,Nashville Emergency Communications,AR,7,7,Completed,342.98,426.67,24.4,2021/07/05,2024/05/19,15/03/2027,2025/11/14,78.4,11,Patricia Williams,2019/02/21,12/02/2025
420,Salt Lake City Flood Control Project,NJ,1,2,Completed,2254.18,2847.03,26.3,2020-07-25,07/09/2019,09-29-2023,05/02/2022,35.1,18,David Taylor,07/25/2018,2023-03-09
421,Highway 921 Widening,TN,6,23,Completed,549.13,547.48,,,2018/07/12,2026-07-26,04/06/2023,43.8,1,William Johnson,12/07/2018,2025-05-03
422,Portland Emergency Communications,IN,4,27,Completed,1646.21,1687.37,2.5,2018/11/29,11/04/2020,2023-05-01,05-09-2024,49.2,-,James Wilson,04/12/2019,2025/02/15
423,Port of Sacramento Modernization,WY,4,23,Cancelled,2718.51,,,03/24/2022,,2023/11/17,,47.2,9,Robert Moore,2017/10/03,2024/06/07
424,Port of Memphis Modernization,OR,3,21,Completed,355.93,444.91,25.0,04/07/2022,,06-22-2024,2023/02/16,n/a,52,Sarah Brown,2021/01/14,31/07/2023
425,Minnesota Electric Grid Hardening,MN,13,15,Completed,3786.3,4801.03,,2020-03-27,2022/01/16,09-09-2024,06-13-2024,42.2,31,David Moore,03/03/2019,02/05/2025
426,Port of Austin Modernization,VA,2,28,Cancelled,1160.33,,,09/08/2020,2022-02-16,07/08/2028,,79.2,18,Robert Moore,,2023-08-09
427,I-146 Safety Improvements,IA,9,27,Delayed,333.94,439.13,31.5,01/04/2023,2019-01-14,31/03/2028,,36.9,11,Sarah Wilson,2021/07/29,07-27-2023
428,US-115 Resurfacing Project,OR,4,7,planning,260.64,,36.4,01/02/2022,2019-09-17,12/05/2026,,75.9,5,James Wilson,2018-10-29,11/29/2024
429,Highway 638 Widening,FL,4,4,Active,2978.73,3601.28,20.9,20/05/2022,2019/12/22,2022/04/20,,56.1,12,Karen Taylor,05/25/2021,05/20/2023
430,Atlanta School District Renovation,NC,4,14,Active,,,14.9,2018/07/20,2024/03/07,02/24/2027,,22.7,12,Michael Thomas,10-17-2019,09-05-2022
431,Highway 454 Widening,WY,7,16,Completed,550.74,581.03,5.5,06-06-2020,18/09/2019,2023/08/04,11-27-2022,75.2,33,James Williams,25/03/2021,05/29/2025
432,Downtown Salt Lake City Transit Hub,PA,14,,Active,2871.59,3434.42,,05/03/2019,25/08/2020,26/01/2022,,49.1,,Sarah Anderson,2018/09/17,
433,Nashville Water Main Upgrade,VA,15,21,Active,3025.74,TBD,,05/08/2024,2021-11-02,13/09/2025,,45.7,2,Karen Williams,26/03/2020,2024/02/09
434,US-38 Resurfacing Project,KY,8,,Completed,2197.76,2325.23,5.8,11/07/2019,2022/10/13,07-03-2027,2024/09/17,33.9,52,Karen Brown,2017/09/28,06/15/2024
435,Route 124 Bridge Replacement,MA,2,,Completed,1478.61,1422.42,-3.8,2021/11/30,15/06/2023,2026-03-29,07/12/2023,79.6,n/a,William Taylor,,08-05-2023
436,Miami Stormwater System,CO,12,8,Completed,1622.01,1761.5,8.6,10/14/2022,02/03/2020,03-18-2027,2024/06/22,24.7,41,Karen Wilson,10-09-2017,11/03/2025
437,Memphis Wastewater Treatment Plant,TN,5,11,Active,2978.1,3999.59,34.3,2021/06/04,05/12/2019,,,54.2,39,Karen Davis,2021/03/23,2025/05/29
438,Boston Wastewater Treatment Plant,ID,14,30,Active,4062.84,5887.06,44.9,2024-05-27,2022-12-30,2023/06/13,,23.7,12,Maria Taylor,2021-04-09,03-30-2022
439,Downtown Miami Transit Hub,OH,3,25,Cancelled,1400.27,,,05-31-2022,12-30-2021,12/06/2027,,62.4,26,Sarah Wilson,04/07/2020,22/11/2023
440,New Jersey Broadband Expansion Phase 879,NJ,15,22,Active,1302.46,?,9.6,12/21/2020,07-24-2022,2024/05/01,,59.4,,David Davis,20/09/2020,07-12-2024
441,Highway 310 Widening,PA,8,9,Active,1338.2,1375.67,2.8,01/07/2024,,2022/07/12,,29.8,53,Thomas Thomas,29/07/2018,2024-05-14
442,US-956 Resurfacing Project,MT,15,14,on hold,1837.95,2137.54,16.3,05/14/2023,,15/07/2025,,73.9,4,Robert Miller,2020-08-07,01/29/2024
443,New Jersey Broadband Expansion Phase 54,NJ,11,26,Delayed,246.13,334.0,35.7,22/08/2022,26/11/2020,02-17-2028,,47.8,50,Maria Taylor,08-08-2020,2024/10/11
444,Bridge 970 Structural Repairs,MD,12,9,delayed,1046.61,,4.4,,03/02/2020,2023-02-13,,27.8,6,James Williams,12-24-2019,07/26/2024
445,Downtown New Orleans Transit Hub,WV,6,24,Active,597.27,714.33,19.6,2022-05-08,11/08/2020,10-20-2024,,33.2,,Robert Brown,2017/02/13,2024/01/09
446,Idaho Interstate 476 Reconstruction,ID,15,11,Planning,698.5,,,03/13/2022,,19/11/2028,,61.0,50,Thomas Wilson,27/05/2017,2023-10-04
447,Michigan Broadband Expansion Phase 670,MI,13,20,Active,3045.67,3133.99,2.9,03-16-2021,04/25/2019,,,39.4,50,Michael Davis,2017-03-28,2022-11-07
448,Route 280 Bridge Replacement,MA,11,18,Completed,3577.08,3798.86,6.2,2019/10/06,09-21-2018,2022/12/09,,71.0,7,Robert Williams,,08/30/2023
449,Kansas City Stormwater System,NE,15,17,On Hold,1027.5,1137.44,10.7,,2022-05-08,2026/07/04,,36.9,26,Patricia Miller,2021/05/07,2022-09-01
450,US-846 Resurfacing Project,IL,8,28,,2470.34,3080.51,,02/11/2021,2024/06/14,2027/11/28,2022-07-17,,33,Patricia Davis,08/16/2017,01/30/2025
451,I-706 Safety Improvements,NM,12,1,Active,1755.6,2378.84,35.5,12/02/2019,01/05/2024,2028-11-09,,23.7,29,Michael Anderson,29/11/2020,04/06/2024
452,Memphis Emergency Communications,OH,4,14,Completed,3.95,3.9,-1.3,2019-09-28,03/09/2023,2023-10-05,16/02/2023,74.0,46,Karen Brown,2017/07/23,01-12-2025
453,Tennessee Broadband Expansion Phase 622,TN,13,3,Active,1721.25,2031.07,18.0,23/08/2023,03/30/2019,12-14-2025,,78.2,27,Karen Anderson,08/10/2020,05/21/2023
454,Austin School District Renovation,WV,5,22,Active,N/A,1273.89,1.8,04-03-2018,2022/12/28,01-03-2025,,57.6,10,Karen Moore,17/05/2019,23/04/2025
455,Highway 751 Widening,MS,11,11,Completed,3395.49,3405.68,0.3,09/04/2022,2021/04/14,2028-07-21,,21.7,19,Jennifer Johnson,06/11/2021,
456,Highway 338 Widening,KS,10,18,On Hold,2800.55,,22.0,28/08/2020,2023/04/25,12/08/2024,,70.0,48,Maria Anderson,12/13/2018,2024/05/01
457,Regional Rail Corridor 460,MT,14,29,Completed,2111.39,2512.55,19.0,03-21-2018,2019/04/30,15/12/2027,08-24-2024,29.7,42,James Johnson,08-20-2017,2023/02/22
458,Phoenix Stormwater System,WV,7,28,Delayed,3226.21,3361.71,4.2,01/11/2020,05-27-2019,,,20.5,16,Sarah Miller,2019/06/20,
459,Alaska Broadband Expansion Phase 970,AK,4,13,Planning,3649.54,,,04/19/2023,,08-28-2024,,75.4,41,Robert Taylor,2019-10-11,2022-11-18
460,Route 316 Bridge Replacement,MS,14,21,Completed,1085.34,1277.45,17.7,2021/01/07,04-16-2023,2024/08/01,01/20/2024,58.3,23,Robert Miller,,2024/12/19
461,Route 486 Bridge Replacement,WV,3,14,On Hold,3736.48,5066.67,35.6,03/30/2024,2018/10/07,,,67.7,31,Thomas Taylor,07/02/2018,20/01/2022
462,Baltimore Flood Control Project,CT,12,N/A,Delayed,4145.14,4402.14,6.2,06-11-2022,2019-07-14,04/08/2028,,56.3,17,Michael Moore,2018/06/21,12-01-2023
463,US-449 Resurfacing Project,HI,13,29,on hold,3825.57,4342.02,13.5,2023/07/02,2021/09/07,27/05/2028,,40.9,34,Robert Anderson,02-28-2021,2022-08-16
464,Highway 509 Widening,MO,13,30,Completed,671.9,972.24,,11-14-2023,2019-03-06,2022/12/06,2023/01/09,63.6,41,James Davis,,2024/10/26
465,Highway 843 Widening,OK,15,,Completed,376.06,513.32,,2021/07/06,2023/08/29,01-15-2028,02-12-2022,65.3,30,Patricia Johnson,04-24-2021,2023-10-15
466,Route 336 Bridge Replacement,AR,12,4,Planning,570.07,,,2020-05-19,,04/03/2027,,32.4,5,Jennifer Anderson,14/10/2019,02/26/2023
467,Nashville Flood Control Project,ID,8,19,Completed,486.34,,14.0,05/10/2020,05-29-2022,,29/03/2022,59.6,33,Sarah Taylor,09-23-2019,01/08/2023
468,Regional Rail Corridor 849,MN,9,28,Active,4096.33,5865.94,43.2,2018/06/03,02/13/2020,2028/04/13,,52.8,9,Lisa Davis,2017/01/17,2023-06-25
469,Bridge 782 Structural Repairs,NE,3,6,Cancelled,3941.67,,,2023/09/17,2023-02-04,09/01/2025,,72.3,n/a,Jennifer Williams,2021/10/19,2023/05/01
470,Highway 482 Widening,PA,9,16,Active,3139.26,4492.28,43.1,06/30/2020,08-16-2020,05/28/2024,,44.3,49,Lisa Taylor,2017-01-29,05-30-2023
471,Connecticut Interstate 777 Reconstruction,CT,8,5,Active,83.15,108.43,30.4,2023/07/20,2024/08/20,19/01/2025,,26.0,14,Robert Miller,,05-07-2023
472,Michigan Interstate 853 Reconstruction,MI,3,10,Delayed,2712.06,2866.65,5.7,2022-09-14,,03/18/2023,,52.0,,James Johnson,30/01/2018,2023/09/18
473,US-620 Resurfacing Project,TX,1,11,Active,252.19,301.87,,2019-07-14,28/09/2021,2028-04-25,,77.9,2,Lisa Davis,2020-06-14,2024-08-03
474,New Orleans Water Main Upgrade,NE,3,n/a,Planning,1079.08,,,2020-09-30,,26/07/2026,,23.2,10,Sarah Miller,08-24-2018,09/27/2022
475,Kansas City Water Main Upgrade,NC,8,14,ACTIVE,3024.98,2910.03,-3.8,2019/07/03,12/01/2021,2025/11/13,2025/11/18,41.5,35,Jennifer Williams,2019/02/22,03-17-2022
476,Bridge 449 Structural Repairs,UT,5,1,TBD,2341.68,2327.63,-0.6,05/01/2024,03-25-2019,05-31-2028,2022-03-08,49.4,40,Karen Brown,25/06/2017,2024-06-14
477,Highway 703 Widening,NJ,2,6,Delayed,623.64,?,-4.3,2021-09-08,2018-01-07,2024-05-02,,65.7,1,James Johnson,02/07/2017,28/01/2025
478,Kansas City Emergency Communications,WA,15,15,TBD,188.34,179.68,-4.6,2021-10-11,2021/05/14,02-04-2028,06-18-2022,76.6,36,Michael Taylor,06/13/2018,2024-03-06
479,Detroit Airport Terminal Expansion,PA,6,7,TBD,126.36,140.39,11.1,10/22/2020,2021/03/06,07-11-2028,,73.4,18,Michael Moore,2019-06-24,10-31-2022
480,I-422 Safety Improvements,NC,8,8,Active,3994.37,4238.03,6.1,,13/03/2018,2022-02-04,,37.7,11,Karen Williams,,02/20/2025
481,Austin Water Main Upgrade,MS,3,15,,3131.81,3250.82,3.8,2019-06-05,05-14-2024,10/16/2026,21/05/2022,41.1,9,James Miller,,02-06-2024
482,Miami Stormwater System,TN,1,12,Completed,2065.89,2115.47,2.4,08-20-2020,03/12/2021,04/05/2028,2024-05-13,25.0,27,Thomas Brown,01/12/2017,10-13-2023
483,US-679 Resurfacing Project,HI,5,16,Active,252.85,266.5,5.4,03/03/2018,05/30/2018,18/08/2026,,78.5,7,Thomas Miller,2019-10-23,03-04-2025
484,Boston Water Main Upgrade,MD,11,27,Completed,2572.52,3439.46,33.7,18/02/2024,2024-03-04,2022-11-25,2024-12-23,28.8,16,James Moore,04-24-2018,09/21/2023
485,Downtown Baltimore Transit Hub,TN,14,1,Active,3124.82,3793.53,21.4,01-18-2018,,,,28.5,46,Patricia Anderson,2019-02-28,19/04/2022
486,Denver School District Renovation,VT,11,18,Completed,N/A,4937.89,32.9,2019-09-30,,2028/12/01,15/04/2022,TBD,17,Maria Thomas,,2023-08-07
487,Oregon Interstate 707 Reconstruction,OR,2,14,On Hold,3272.74,3878.2,n/a,2019/09/26,06-16-2019,2024/04/10,,60.6,49,Karen Moore,05/30/2018,09/12/2024
488,New Jersey Electric Grid Hardening,NJ,14,4,Under Review,2530.55,3370.69,33.2,03-08-2024,,11/02/2027,,35.6,,Lisa Johnson,03/08/2019,2024-06-25
489,Seattle Wastewater Treatment Plant,ME,9,25,ACTIVE,2951.98,,,,01-14-2024,2024/06/28,,54.7,19,Thomas Miller,2019/10/28,05/16/2022
490,Austin Water Main Upgrade,WI,9,3,Planning,498.11,,,05/02/2021,,08/05/2027,,45.2,,Robert Taylor,11/02/2019,2025-04-13
491,US-233 Resurfacing Project,VT,11,26,N/A,79.71,87.52,9.8,13/04/2021,2022-11-18,23/02/2026,07/28/2023,45.4,30,Lisa Brown,,01-04-2024
492,Baltimore Flood Control Project,SD,8,22,Active,726.0,784.08,8.0,06-04-2022,2023/12/04,08/07/2026,,78.9,29,Robert Anderson,2019/11/24,2023/09/07
493,New York Interstate 530 Reconstruction,NY,7,29,TBD,2198.16,2521.29,14.7,08-15-2020,12-24-2019,08-24-2022,,61.6,50,Jennifer Davis,06-16-2018,13/01/2022
494,Pennsylvania Interstate 852 Reconstruction,PA,10,23,Completed,1090.99,1497.93,37.3,08/05/2023,05-10-2020,2026/07/07,09-24-2022,47.3,14,Robert Johnson,2020-12-17,2022/12/27
495,Seattle Flood Control Project,CA,4,,TBD,3137.01,TBD,44.7,18/05/2024,2024-03-01,2022-02-26,,25.7,18,Robert Moore,07-05-2018,10/11/2024
496,US-577 Resurfacing Project,GA,14,26,Active,1863.4,2681.43,43.9,03/24/2024,22/01/2018,2028-01-21,,33.3,37,James Moore,2021/03/29,2023-10-28
497,Kansas City School District Renovation,NC,14,,Completed,3461.15,4073.77,17.7,2019-11-12,2024/03/14,,2023-12-30,78.6,38,Lisa Miller,2020-06-30,04-15-2025
498,Portland Wastewater Treatment Plant,TN,10,2,Completed,145.78,154.96,6.3,2019-10-05,28/11/2021,2024/02/28,05-22-2023,32.4,1,Robert Davis,01/03/2019,05/18/2022
499,Phoenix School District Renovation,KY,15,6,delayed,112.43,138.51,23.2,01/15/2024,,2023/05/17,09/16/2022,TBD,51,David Miller,2017/07/05,28/11/2022
500,Downtown Phoenix Transit Hub,MN,10,26,Active,319.72,?,6.5,2023-05-27,,2024/08/08,,63.4,,Michael Miller,2019-08-28,
